"","sample","species","count","percCOI2","species_name","common","sample.y","site","Collection.Date","day","month","year"
"194","21MD0088","ONCTSH",35,63.6363636363636,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_043","Tatoosh Cut",44215,19,1,2021
"195","21MD0089","ONCMYK",119870,74.6593089015671,"Oncorhynchus mykiss","Steelhead","EJ_044","Tatoosh Cut",44215,19,1,2021
"196","21MD0089","ONCTSH",20583,12.8198261042876,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_044","Tatoosh Cut",44215,19,1,2021
"197","21MD0089","ONCKIS",20103,12.5208649941453,"Oncorhynchus kisutch","Coho_Salmon","EJ_044","Tatoosh Cut",44215,19,1,2021
"198","21MD0090","ONCTSH",41,75.9259259259259,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_045","Tatoosh Cut",44215,19,1,2021
"199","21MD0090","ONCKET",3,5.55555555555556,"Oncorhynchus keta","Chum_Salmon","EJ_045","Tatoosh Cut",44215,19,1,2021
"200","21MD0090","ONCKIS",10,18.5185185185185,"Oncorhynchus kisutch","Coho_Salmon","EJ_045","Tatoosh Cut",44215,19,1,2021
"201","21MD0092","ONCKET",3,18.75,"Oncorhynchus keta","Chum_Salmon","EJ_047","Tatoosh Cut",44215,19,1,2021
"202","21MD0092","ONCKIS",13,81.25,"Oncorhynchus kisutch","Coho_Salmon","EJ_047","Tatoosh Cut",44215,19,1,2021
"203","21MD0093","ONCTSH",7671,100,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_048","Tatoosh Cut",44215,19,1,2021
"204","21MD0094","ONCMYK",5,16.1290322580645,"Oncorhynchus mykiss","Steelhead","EJ_049","Tatoosh Cut",44215,19,1,2021
"205","21MD0094","ONCTSH",26,83.8709677419355,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_049","Tatoosh Cut",44215,19,1,2021
"206","21MD0095","ONCTSH",8,100,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_050","Tatoosh Cut",44215,19,1,2021
"207","21MD0096","ONCTSH",14892,100,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_051","Tatoosh Cut",44215,19,1,2021
"208","21MD0097","ONCKIS",86,31.7343173431734,"Oncorhynchus kisutch","Coho_Salmon","EJ_052","Tatoosh Cut",44215,19,1,2021
"209","21MD0097","ONCTSH",143,52.7675276752767,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_052","Tatoosh Cut",44215,19,1,2021
"210","21MD0097","ONCGOR",42,15.4981549815498,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_052","Tatoosh Cut",44215,19,1,2021
"211","21MD0098","ONCGOR",701,72.6424870466321,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_053","Tatoosh Cut",44215,19,1,2021
"212","21MD0098","ONCTSH",175,18.1347150259067,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_053","Tatoosh Cut",44215,19,1,2021
"213","21MD0098","ONCKIS",89,9.22279792746114,"Oncorhynchus kisutch","Coho_Salmon","EJ_053","Tatoosh Cut",44215,19,1,2021
"214","21MD0099","ONCTSH",53,61.6279069767442,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_054","Tatoosh Cut",44215,19,1,2021
"215","21MD0099","ONCGOR",9,10.4651162790698,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_054","Tatoosh Cut",44215,19,1,2021
"216","21MD0099","ONCKIS",24,27.906976744186,"Oncorhynchus kisutch","Coho_Salmon","EJ_054","Tatoosh Cut",44215,19,1,2021
"217","21MD0101","ONCTSH",31,60.7843137254902,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_056","Tatoosh Cut",44216,20,1,2021
"218","21MD0101","ONCKIS",13,25.4901960784314,"Oncorhynchus kisutch","Coho_Salmon","EJ_056","Tatoosh Cut",44216,20,1,2021
"219","21MD0101","ONCGOR",7,13.7254901960784,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_056","Tatoosh Cut",44216,20,1,2021
"220","21MD0102","ONCGOR",5,10.6382978723404,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_057","Tatoosh Cut",44216,20,1,2021
"221","21MD0102","ONCKIS",13,27.6595744680851,"Oncorhynchus kisutch","Coho_Salmon","EJ_057","Tatoosh Cut",44216,20,1,2021
"222","21MD0102","ONCTSH",29,61.7021276595745,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_057","Tatoosh Cut",44216,20,1,2021
"223","21MD0103","ONCTSH",21463,100,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_058","Tatoosh Cut",44216,20,1,2021
"224","21MD0104","ONCGOR",10,15.8730158730159,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_059","Tatoosh Cut",44216,20,1,2021
"225","21MD0104","ONCTSH",33,52.3809523809524,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_059","Tatoosh Cut",44216,20,1,2021
"226","21MD0104","ONCKIS",20,31.7460317460317,"Oncorhynchus kisutch","Coho_Salmon","EJ_059","Tatoosh Cut",44216,20,1,2021
"227","21MD0105","ONCTSH",102,49.5145631067961,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_060","Tatoosh Cut",44216,20,1,2021
"228","21MD0105","ONCGOR",32,15.5339805825243,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_060","Tatoosh Cut",44216,20,1,2021
"229","21MD0105","ONCKIS",72,34.9514563106796,"Oncorhynchus kisutch","Coho_Salmon","EJ_060","Tatoosh Cut",44216,20,1,2021
"230","21MD0106","ONCTSH",1683,74.8332592263228,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_061","Tatoosh Cut",44216,20,1,2021
"231","21MD0106","ONCGOR",151,6.71409515340151,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_061","Tatoosh Cut",44216,20,1,2021
"232","21MD0106","ONCKIS",415,18.4526456202757,"Oncorhynchus kisutch","Coho_Salmon","EJ_061","Tatoosh Cut",44216,20,1,2021
"233","21MD0107","ONCTSH",364,30.0082440230833,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_062","Tatoosh Cut",44230,3,2,2021
"234","21MD0107","ONCKIS",671,55.3173948887057,"Oncorhynchus kisutch","Coho_Salmon","EJ_062","Tatoosh Cut",44230,3,2,2021
"235","21MD0107","ONCGOR",178,14.674361088211,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_062","Tatoosh Cut",44230,3,2,2021
"236","21MD0108","ONCKIS",2054,50.7285749567794,"Oncorhynchus kisutch","Coho_Salmon","EJ_063","Tatoosh Cut",44230,3,2,2021
"237","21MD0108","ONCTSH",1995,49.2714250432205,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_063","Tatoosh Cut",44230,3,2,2021
"238","21MD0109","ONCMYK",399,1.92669853686803,"Oncorhynchus mykiss","Steelhead","EJ_064","Tatoosh Cut",44230,3,2,2021
"239","21MD0109","ONCGOR",2173,10.4930223574291,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_064","Tatoosh Cut",44230,3,2,2021
"240","21MD0109","ONCKIS",759,3.66507315659858,"Oncorhynchus kisutch","Coho_Salmon","EJ_064","Tatoosh Cut",44230,3,2,2021
"241","21MD0109","ONCTSH",17378,83.9152059491042,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_064","Tatoosh Cut",44230,3,2,2021
"242","21MD0110","ONCTSH",110,23.2067510548523,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_065","Tatoosh Cut",44230,3,2,2021
"243","21MD0110","ONCGOR",28,5.90717299578059,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_065","Tatoosh Cut",44230,3,2,2021
"244","21MD0110","ONCKIS",336,70.8860759493671,"Oncorhynchus kisutch","Coho_Salmon","EJ_065","Tatoosh Cut",44230,3,2,2021
"245","21MD0111","ONCKIS",167,7.95996186844614,"Oncorhynchus kisutch","Coho_Salmon","EJ_066","Tatoosh Cut",44230,3,2,2021
"246","21MD0111","ONCTSH",1890,90.0857959961868,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_066","Tatoosh Cut",44230,3,2,2021
"247","21MD0111","ONCGOR",41,1.95424213536702,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_066","Tatoosh Cut",44230,3,2,2021
"248","21MD0112","ONCKIS",7891,86.5620886353664,"Oncorhynchus kisutch","Coho_Salmon","EJ_067","Tatoosh Cut",44230,3,2,2021
"249","21MD0112","ONCTSH",206,2.25976305397104,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_067","Tatoosh Cut",44230,3,2,2021
"250","21MD0112","ONCGOR",1019,11.1781483106626,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_067","Tatoosh Cut",44230,3,2,2021
"251","21MD0113","ONCGOR",17,10.6918238993711,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_068","Tatoosh Cut",44230,3,2,2021
"252","21MD0113","ONCTSH",90,56.6037735849057,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_068","Tatoosh Cut",44230,3,2,2021
"253","21MD0113","ONCKIS",52,32.7044025157233,"Oncorhynchus kisutch","Coho_Salmon","EJ_068","Tatoosh Cut",44230,3,2,2021
"254","21MD0114","ONCKIS",3152,10.3653523627873,"Oncorhynchus kisutch","Coho_Salmon","EJ_069","Tatoosh Cut",44230,3,2,2021
"255","21MD0114","ONCTSH",27257,89.6346476372127,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_069","Tatoosh Cut",44230,3,2,2021
"256","21MD0115","ONCKIS",24,25.2631578947368,"Oncorhynchus kisutch","Coho_Salmon","EJ_070","Tatoosh Cut",44230,3,2,2021
"257","21MD0115","ONCTSH",56,58.9473684210526,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_070","Tatoosh Cut",44230,3,2,2021
"258","21MD0115","ONCGOR",15,15.7894736842105,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_070","Tatoosh Cut",44230,3,2,2021
"259","21MD0116","ONCTSH",18472,59.3401651193421,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_071","Tatoosh Cut",44230,3,2,2021
"260","21MD0116","ONCGOR",6408,20.5853063060169,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_071","Tatoosh Cut",44230,3,2,2021
"261","21MD0116","ONCKIS",5742,18.44582222365,"Oncorhynchus kisutch","Coho_Salmon","EJ_071","Tatoosh Cut",44230,3,2,2021
"262","21MD0116","ONCMYK",507,1.62870635099104,"Oncorhynchus mykiss","Steelhead","EJ_071","Tatoosh Cut",44230,3,2,2021
"263","21MD0117","ONCKIS",803,92.4050632911392,"Oncorhynchus kisutch","Coho_Salmon","EJ_072","Tatoosh Cut",44230,3,2,2021
"264","21MD0117","ONCGOR",16,1.84119677790564,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_072","Tatoosh Cut",44230,3,2,2021
"265","21MD0117","ONCTSH",50,5.75373993095512,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_072","Tatoosh Cut",44230,3,2,2021
"266","21MD0118","ONCKIS",134,85.8974358974359,"Oncorhynchus kisutch","Coho_Salmon","EJ_073","Tatoosh Cut",44230,3,2,2021
"267","21MD0118","ONCTSH",22,14.1025641025641,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_073","Tatoosh Cut",44230,3,2,2021
"268","21MD0119","ONCKIS",62,41.6107382550336,"Oncorhynchus kisutch","Coho_Salmon","EJ_074","Tatoosh Cut",44230,3,2,2021
"269","21MD0119","ONCGOR",12,8.05369127516778,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_074","Tatoosh Cut",44230,3,2,2021
"270","21MD0119","ONCTSH",75,50.3355704697987,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_074","Tatoosh Cut",44230,3,2,2021
"271","21MD0120","ONCKIS",42,5.26315789473684,"Oncorhynchus kisutch","Coho_Salmon","EJ_076","Tatoosh Cut",44230,3,2,2021
"272","21MD0120","ONCTSH",745,93.3583959899749,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_076","Tatoosh Cut",44230,3,2,2021
"273","21MD0120","ONCGOR",11,1.37844611528822,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_076","Tatoosh Cut",44230,3,2,2021
"274","21MD0121","ONCTSH",46,1.0680287903413,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_077","Tatoosh Cut",44230,3,2,2021
"275","21MD0121","ONCKIS",4261,98.9319712096587,"Oncorhynchus kisutch","Coho_Salmon","EJ_077","Tatoosh Cut",44230,3,2,2021
"276","21MD0122","ONCGOR",12,15.5844155844156,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_078","Tatoosh Cut",44255,28,2,2021
"277","21MD0122","ONCTSH",34,44.1558441558442,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_078","Tatoosh Cut",44255,28,2,2021
"278","21MD0122","ONCKIS",31,40.2597402597403,"Oncorhynchus kisutch","Coho_Salmon","EJ_078","Tatoosh Cut",44255,28,2,2021
"279","21MD0123","ONCTSH",231,51.6778523489933,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_079","Tatoosh Cut",44255,28,2,2021
"280","21MD0123","ONCGOR",59,13.1991051454139,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_079","Tatoosh Cut",44255,28,2,2021
"281","21MD0123","ONCKIS",157,35.1230425055928,"Oncorhynchus kisutch","Coho_Salmon","EJ_079","Tatoosh Cut",44255,28,2,2021
"282","21MD0125","ONCGOR",14,12.280701754386,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_080","Tatoosh Cut",44255,28,2,2021
"283","21MD0125","ONCTSH",61,53.5087719298246,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_080","Tatoosh Cut",44255,28,2,2021
"284","21MD0125","ONCKIS",39,34.2105263157895,"Oncorhynchus kisutch","Coho_Salmon","EJ_080","Tatoosh Cut",44255,28,2,2021
"285","21MD0126","ONCTSH",25,54.3478260869565,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_081","Tatoosh Cut",44255,28,2,2021
"286","21MD0126","ONCKIS",21,45.6521739130435,"Oncorhynchus kisutch","Coho_Salmon","EJ_081","Tatoosh Cut",44255,28,2,2021
"287","21MD0127","ONCTSH",189,70,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_082","Tatoosh Cut",44255,28,2,2021
"288","21MD0127","ONCGOR",31,11.4814814814815,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_082","Tatoosh Cut",44255,28,2,2021
"289","21MD0127","ONCKIS",50,18.5185185185185,"Oncorhynchus kisutch","Coho_Salmon","EJ_082","Tatoosh Cut",44255,28,2,2021
"290","21MD0128","ONCKIS",18884,100,"Oncorhynchus kisutch","Coho_Salmon","EJ_083","Tatoosh Cut",44255,28,2,2021
"291","21MD0129","ONCGOR",11,15.7142857142857,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_084","Tatoosh Cut",44255,28,2,2021
"292","21MD0129","ONCKIS",14,20,"Oncorhynchus kisutch","Coho_Salmon","EJ_084","Tatoosh Cut",44255,28,2,2021
"293","21MD0129","ONCTSH",45,64.2857142857143,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_084","Tatoosh Cut",44255,28,2,2021
"294","21MD0130","ONCGOR",26,11.304347826087,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_085","Tatoosh Cut",44255,28,2,2021
"295","21MD0130","ONCTSH",132,57.3913043478261,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_085","Tatoosh Cut",44255,28,2,2021
"296","21MD0130","ONCKIS",72,31.304347826087,"Oncorhynchus kisutch","Coho_Salmon","EJ_085","Tatoosh Cut",44255,28,2,2021
"297","21MD0131","ONCTSH",1124,94.0585774058577,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_086","Tatoosh Cut",44255,28,2,2021
"298","21MD0131","ONCGOR",16,1.33891213389121,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_086","Tatoosh Cut",44255,28,2,2021
"299","21MD0131","ONCKIS",55,4.60251046025105,"Oncorhynchus kisutch","Coho_Salmon","EJ_086","Tatoosh Cut",44255,28,2,2021
"300","21MD0132","ONCKIS",36,33.9622641509434,"Oncorhynchus kisutch","Coho_Salmon","EJ_087","Tatoosh Cut",44255,28,2,2021
"301","21MD0132","ONCGOR",8,7.54716981132075,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_087","Tatoosh Cut",44255,28,2,2021
"302","21MD0132","ONCTSH",62,58.4905660377358,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_087","Tatoosh Cut",44255,28,2,2021
"303","21MD0133","ONCTSH",52,30.0578034682081,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_088","Tatoosh Cut",44255,28,2,2021
"304","21MD0133","ONCKIS",51,29.4797687861272,"Oncorhynchus kisutch","Coho_Salmon","EJ_088","Tatoosh Cut",44255,28,2,2021
"305","21MD0133","ONCGOR",70,40.4624277456647,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_088","Tatoosh Cut",44255,28,2,2021
"306","21MD0134","ONCKIS",83,1.8395390070922,"Oncorhynchus kisutch","Coho_Salmon","EJ_089","Tatoosh Cut",44255,28,2,2021
"307","21MD0134","ONCTSH",4429,98.1604609929078,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_089","Tatoosh Cut",44255,28,2,2021
"308","21MD0135","ONCKIS",66,54.0983606557377,"Oncorhynchus kisutch","Coho_Salmon","EJ_090","Tatoosh Cut",44255,28,2,2021
"309","21MD0135","ONCTSH",40,32.7868852459016,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_090","Tatoosh Cut",44255,28,2,2021
"310","21MD0135","ONCGOR",16,13.1147540983607,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_090","Tatoosh Cut",44255,28,2,2021
"311","21MD0136","ONCKIS",71,32.8703703703704,"Oncorhynchus kisutch","Coho_Salmon","EJ_091","Tatoosh Cut",44255,28,2,2021
"312","21MD0136","ONCGOR",19,8.7962962962963,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_091","Tatoosh Cut",44255,28,2,2021
"313","21MD0136","ONCTSH",126,58.3333333333333,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_091","Tatoosh Cut",44255,28,2,2021
"314","21MD0137","ONCKIS",215,19.7066911090742,"Oncorhynchus kisutch","Coho_Salmon","EJ_092","Tatoosh Cut",44255,28,2,2021
"315","21MD0137","ONCTSH",660,60.4949587534372,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_092","Tatoosh Cut",44255,28,2,2021
"316","21MD0137","ONCGOR",202,18.5151237396884,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_092","Tatoosh Cut",44255,28,2,2021
"317","21MD0137","ONCMYK",14,1.28322639780018,"Oncorhynchus mykiss","Steelhead","EJ_092","Tatoosh Cut",44255,28,2,2021
"318","21MD0138","ONCKIS",37,32.7433628318584,"Oncorhynchus kisutch","Coho_Salmon","EJ_093","Tatoosh Cut",44255,28,2,2021
"319","21MD0138","ONCGOR",10,8.84955752212389,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_093","Tatoosh Cut",44255,28,2,2021
"320","21MD0138","ONCTSH",66,58.4070796460177,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_093","Tatoosh Cut",44255,28,2,2021
"321","21MD0139","ONCTSH",440,3.76905944834675,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_094","Tatoosh Cut",44255,28,2,2021
"322","21MD0139","ONCKIS",11234,96.2309405516532,"Oncorhynchus kisutch","Coho_Salmon","EJ_094","Tatoosh Cut",44255,28,2,2021
"323","21MD0140","ONCGOR",9,10,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_095","Tatoosh Cut",44255,28,2,2021
"324","21MD0140","ONCTSH",53,58.8888888888889,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_095","Tatoosh Cut",44255,28,2,2021
"325","21MD0140","ONCKIS",28,31.1111111111111,"Oncorhynchus kisutch","Coho_Salmon","EJ_095","Tatoosh Cut",44255,28,2,2021
"326","21MD0141","ONCKIS",33,30.5555555555556,"Oncorhynchus kisutch","Coho_Salmon","EJ_096","Tatoosh Cut",44255,28,2,2021
"327","21MD0141","ONCTSH",60,55.5555555555556,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_096","Tatoosh Cut",44255,28,2,2021
"328","21MD0141","ONCGOR",15,13.8888888888889,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_096","Tatoosh Cut",44255,28,2,2021
"329","21MD0142","ONCGOR",18344,15.7333630663934,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_097","Tatoosh Cut",44265,10,3,2021
"330","21MD0142","ONCKIS",98249,84.2666369336066,"Oncorhynchus kisutch","Coho_Salmon","EJ_097","Tatoosh Cut",44265,10,3,2021
"331","21MD0143","ONCTSH",976,54.3732590529248,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_098","Tatoosh Cut",44265,10,3,2021
"332","21MD0143","ONCKIS",335,18.6629526462396,"Oncorhynchus kisutch","Coho_Salmon","EJ_098","Tatoosh Cut",44265,10,3,2021
"333","21MD0143","ONCMYK",484,26.9637883008357,"Oncorhynchus mykiss","Steelhead","EJ_098","Tatoosh Cut",44265,10,3,2021
"334","21MD0144","ONCMYK",21,1.26811594202899,"Oncorhynchus mykiss","Steelhead","EJ_099","Tatoosh Cut",44265,10,3,2021
"335","21MD0144","ONCKIS",407,24.5772946859903,"Oncorhynchus kisutch","Coho_Salmon","EJ_099","Tatoosh Cut",44265,10,3,2021
"336","21MD0144","ONCTSH",1088,65.7004830917874,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_099","Tatoosh Cut",44265,10,3,2021
"337","21MD0144","ONCGOR",140,8.45410628019324,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_099","Tatoosh Cut",44265,10,3,2021
"338","21MD0145","ONCKIS",73,38.4210526315789,"Oncorhynchus kisutch","Coho_Salmon","EJ_100","Tatoosh Cut",44265,10,3,2021
"339","21MD0145","ONCTSH",94,49.4736842105263,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_100","Tatoosh Cut",44265,10,3,2021
"340","21MD0145","ONCGOR",23,12.1052631578947,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_100","Tatoosh Cut",44265,10,3,2021
"341","21MD0146","ONCGOR",24,33.8028169014084,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_101","Tatoosh Cut",44265,10,3,2021
"342","21MD0146","ONCTSH",29,40.8450704225352,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_101","Tatoosh Cut",44265,10,3,2021
"343","21MD0146","ONCKIS",18,25.3521126760563,"Oncorhynchus kisutch","Coho_Salmon","EJ_101","Tatoosh Cut",44265,10,3,2021
"344","21MD0147","ONCKIS",38,38.3838383838384,"Oncorhynchus kisutch","Coho_Salmon","EJ_102","Tatoosh Cut",44265,10,3,2021
"345","21MD0147","ONCGOR",14,14.1414141414141,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_102","Tatoosh Cut",44265,10,3,2021
"346","21MD0147","ONCTSH",47,47.4747474747475,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_102","Tatoosh Cut",44265,10,3,2021
"347","21MD0149","ONCGOR",23,13.3720930232558,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_103","Tatoosh Cut",44265,10,3,2021
"348","21MD0149","ONCKIS",72,41.8604651162791,"Oncorhynchus kisutch","Coho_Salmon","EJ_103","Tatoosh Cut",44265,10,3,2021
"349","21MD0149","ONCTSH",77,44.7674418604651,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_103","Tatoosh Cut",44265,10,3,2021
"350","21MD0150","ONCTSH",79,11.6005873715125,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_104","Tatoosh Cut",44265,10,3,2021
"351","21MD0150","ONCGOR",17,2.49632892804699,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_104","Tatoosh Cut",44265,10,3,2021
"352","21MD0150","ONCKIS",585,85.9030837004405,"Oncorhynchus kisutch","Coho_Salmon","EJ_104","Tatoosh Cut",44265,10,3,2021
"353","21MD0151","ONCKIS",51,32.2784810126582,"Oncorhynchus kisutch","Coho_Salmon","EJ_105","Tatoosh Cut",44265,10,3,2021
"354","21MD0151","ONCGOR",18,11.3924050632911,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_105","Tatoosh Cut",44265,10,3,2021
"355","21MD0151","ONCTSH",89,56.3291139240506,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_105","Tatoosh Cut",44265,10,3,2021
"356","21MD0152","ONCTSH",120,50.8474576271186,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_106","Tatoosh Cut",44265,10,3,2021
"357","21MD0152","ONCGOR",31,13.135593220339,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_106","Tatoosh Cut",44265,10,3,2021
"358","21MD0152","ONCKIS",85,36.0169491525424,"Oncorhynchus kisutch","Coho_Salmon","EJ_106","Tatoosh Cut",44265,10,3,2021
"359","21MD0153","ONCGOR",28656,30.0497053333613,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_107","Tatoosh Cut",44265,10,3,2021
"360","21MD0153","ONCKIS",66706,69.9502946666387,"Oncorhynchus kisutch","Coho_Salmon","EJ_107","Tatoosh Cut",44265,10,3,2021
"361","21MD0154","ONCMYK",5,1.8796992481203,"Oncorhynchus mykiss","Steelhead","EJ_108","Tatoosh Cut",44265,10,3,2021
"362","21MD0154","ONCTSH",130,48.8721804511278,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_108","Tatoosh Cut",44265,10,3,2021
"363","21MD0154","ONCGOR",37,13.9097744360902,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_108","Tatoosh Cut",44265,10,3,2021
"364","21MD0154","ONCKIS",94,35.3383458646617,"Oncorhynchus kisutch","Coho_Salmon","EJ_108","Tatoosh Cut",44265,10,3,2021
"365","21MD0155","ONCKIS",26,39.3939393939394,"Oncorhynchus kisutch","Coho_Salmon","EJ_109","Tatoosh Cut",44265,10,3,2021
"366","21MD0155","ONCTSH",31,46.969696969697,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_109","Tatoosh Cut",44265,10,3,2021
"367","21MD0155","ONCGOR",9,13.6363636363636,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_109","Tatoosh Cut",44265,10,3,2021
"368","21MD0156","ONCKIS",152,32.409381663113,"Oncorhynchus kisutch","Coho_Salmon","EJ_110","Tatoosh Cut",44265,10,3,2021
"369","21MD0156","ONCGOR",55,11.727078891258,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_110","Tatoosh Cut",44265,10,3,2021
"370","21MD0156","ONCTSH",262,55.863539445629,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_110","Tatoosh Cut",44265,10,3,2021
"371","21MD0157","ONCGOR",8,2.74914089347079,"Oncorhynchus gorbuscha","Pink_Salmon","EJ_111","Tatoosh Cut",44265,10,3,2021
"372","21MD0157","ONCTSH",51,17.5257731958763,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_111","Tatoosh Cut",44265,10,3,2021
"373","21MD0157","SALTRU",183,62.8865979381443,"Salmo trutta","Brown_Trout","EJ_111","Tatoosh Cut",44265,10,3,2021
"374","21MD0157","ONCKIS",49,16.8384879725086,"Oncorhynchus kisutch","Coho_Salmon","EJ_111","Tatoosh Cut",44265,10,3,2021
"375","21MD0158","ONCKIS",19,27.1428571428571,"Oncorhynchus kisutch","Coho_Salmon","EJ_112","Tatoosh Cut",44265,10,3,2021
"376","21MD0158","ONCTSH",42,60,"Oncorhynchus tshawytscha","Chinook_Salmon","EJ_112","Tatoosh Cut",44265,10,3,2021
